Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
1253.0,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
1254.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1255.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1256.0,GERD, acidity, ulcers_on_tongue, vomiting, cough
1257.0,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
1258.0,GERD, stomach_pain, acidity, vomiting, cough
1259.0,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
1260.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1261.0,Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite
1262.0,Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite
1263.0,Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite
1264.0,Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite
1265.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1266.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1267.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1268.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1269.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1270.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1271.0,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1272.0,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
1273.0,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
1274.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1275.0,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
1276.0,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1277.0,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
1278.0,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
1279.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1280.0,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
1281.0,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
1282.0,Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
1283.0,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
1284.0,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
1285.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases
1286.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1287.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1288.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1289.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1290.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1291.0,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
1292.0,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
1293.0,AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,
1294.0,AIDS, muscle_wasting, patches_in_throat, high_fever,
1295.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1296.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1297.0,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
1298.0,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
1299.0,AIDS, muscle_wasting, patches_in_throat, high_fever,
1300.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
1301.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
1302.0,Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level
1303.0,Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level
1304.0,Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level
1305.0,Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level
1306.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
1307.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
1308.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
1309.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
1310.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1311.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1312.0,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1313.0,Gastroenteritis, vomiting, dehydration, diarrhoea,
1314.0,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1315.0,Gastroenteritis, vomiting, sunken_eyes, dehydration,
1316.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1317.0,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1318.0,Gastroenteritis, vomiting, dehydration, diarrhoea,
1319.0,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1320.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
1321.0,Bronchial Asthma, cough, high_fever, breathlessness, family_history
1322.0,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
1323.0,Bronchial Asthma, fatigue, cough, breathlessness, family_history
1324.0,Bronchial Asthma, fatigue, cough, high_fever, family_history
1325.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
1326.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
1327.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
1328.0,Bronchial Asthma, cough, high_fever, breathlessness, family_history
1329.0,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
1330.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
1331.0,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
1332.0,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
1333.0,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
1334.0,Hypertension , headache, chest_pain, dizziness, lack_of_concentration
1335.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
1336.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
1337.0,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
1338.0,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
1339.0,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
1340.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1341.0,Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
1342.0,Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
1343.0,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
1344.0,Migraine, acidity, indigestion, headache, excessive_hunger
1345.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1346.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1347.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1348.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1349.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1350.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1351.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1352.0,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
1353.0,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
1354.0,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
1355.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
1356.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1357.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1358.0,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
1359.0,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
1360.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
1361.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
1362.0,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
1363.0,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
1364.0,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
1365.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
1366.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
1367.0,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
1368.0,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
1369.0,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
1370.0,Jaundice,itching, vomiting, fatigue, weight_loss
1371.0,Jaundice,itching, vomiting, fatigue, weight_loss
1372.0,Jaundice, vomiting, fatigue, weight_loss, high_fever
1373.0,Jaundice,itching, fatigue, weight_loss, high_fever
1374.0,Jaundice,itching, vomiting, weight_loss, high_fever
1375.0,Jaundice,itching, vomiting, fatigue, high_fever
1376.0,Jaundice,itching, vomiting, fatigue, weight_loss
1377.0,Jaundice,itching, vomiting, fatigue, weight_loss
1378.0,Jaundice,itching, vomiting, fatigue, weight_loss
1379.0,Jaundice,itching, vomiting, fatigue, weight_loss
1380.0,Malaria, chills, vomiting, high_fever, sweating
1381.0,Malaria, chills, vomiting, high_fever, sweating
1382.0,Malaria, chills, vomiting, high_fever, sweating
1383.0,Malaria, vomiting, high_fever, sweating, headache
1384.0,Malaria, chills, high_fever, sweating, headache
1385.0,Malaria, chills, vomiting, sweating, headache
1386.0,Malaria, chills, vomiting, high_fever, headache
1387.0,Malaria, chills, vomiting, high_fever, sweating
1388.0,Malaria, chills, vomiting, high_fever, sweating
1389.0,Malaria, chills, vomiting, high_fever, sweating
1390.0,Chicken pox,itching, skin_rash, fatigue, lethargy
1391.0,Chicken pox, skin_rash, fatigue, lethargy, high_fever
1392.0,Chicken pox,itching, fatigue, lethargy, high_fever
1393.0,Chicken pox,itching, skin_rash, lethargy, high_fever
1394.0,Chicken pox,itching, skin_rash, fatigue, high_fever
1395.0,Chicken pox,itching, skin_rash, fatigue, lethargy
1396.0,Chicken pox,itching, skin_rash, fatigue, lethargy
1397.0,Chicken pox,itching, skin_rash, fatigue, lethargy
1398.0,Chicken pox,itching, skin_rash, fatigue, lethargy
1399.0,Chicken pox,itching, skin_rash, fatigue, lethargy
1400.0,Dengue, skin_rash, chills, joint_pain, vomiting
1401.0,Dengue, skin_rash, chills, joint_pain, vomiting
1402.0,Dengue, skin_rash, chills, joint_pain, vomiting
1403.0,Dengue, skin_rash, chills, joint_pain, vomiting
1404.0,Dengue, chills, joint_pain, vomiting, fatigue
1405.0,Dengue, skin_rash, joint_pain, vomiting, fatigue
1406.0,Dengue, skin_rash, chills, vomiting, fatigue
1407.0,Dengue, skin_rash, chills, joint_pain, fatigue
1408.0,Dengue, skin_rash, chills, joint_pain, vomiting
1409.0,Dengue, skin_rash, chills, joint_pain, vomiting
1410.0,Typhoid, chills, vomiting, fatigue, high_fever
1411.0,Typhoid, chills, vomiting, fatigue, high_fever
1412.0,Typhoid, chills, vomiting, fatigue, high_fever
1413.0,Typhoid, chills, vomiting, fatigue, high_fever
1414.0,Typhoid, chills, vomiting, fatigue, high_fever
1415.0,Typhoid, chills, vomiting, fatigue, high_fever
1416.0,Typhoid, chills, vomiting, fatigue, high_fever
1417.0,Typhoid, chills, vomiting, fatigue, high_fever
1418.0,Typhoid, chills, vomiting, fatigue, high_fever
1419.0,Typhoid, chills, fatigue, high_fever, headache
1420.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1421.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1422.0,hepatitis A, vomiting, yellowish_skin, dark_urine, nausea
1423.0,hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea
1424.0,hepatitis A, joint_pain, vomiting, dark_urine, nausea
1425.0,hepatitis A, joint_pain, vomiting, yellowish_skin, nausea
1426.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1427.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1428.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1429.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1430.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1431.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1432.0,Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine
1433.0,Hepatitis B,itching, lethargy, yellowish_skin, dark_urine
1434.0,Hepatitis B,itching, fatigue, yellowish_skin, dark_urine
1435.0,Hepatitis B,itching, fatigue, lethargy, dark_urine
1436.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1437.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1438.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1439.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1440.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1441.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1442.0,Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
1443.0,Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
1444.0,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
1445.0,Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes
1446.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1447.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1448.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1449.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1450.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1451.0,Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine
1452.0,Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine
1453.0,Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine
1454.0,Hepatitis D, joint_pain, vomiting, fatigue, dark_urine
1455.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1456.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1457.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1458.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1459.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1460.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1461.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1462.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1463.0,Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin
1464.0,Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin
1465.0,Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin
1466.0,Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin
1467.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1468.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1469.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1470.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1471.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1472.0,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
1473.0,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
1474.0,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
1475.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
1476.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1477.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1478.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1479.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1480.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
1481.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
1482.0,Tuberculosis, vomiting, fatigue, weight_loss, cough
1483.0,Tuberculosis, chills, fatigue, weight_loss, cough
1484.0,Tuberculosis, chills, vomiting, weight_loss, cough
1485.0,Tuberculosis, chills, vomiting, fatigue, cough
1486.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
1487.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
1488.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
1489.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
1490.0,Common Cold, continuous_sneezing, chills, fatigue, cough
1491.0,Common Cold, continuous_sneezing, chills, fatigue, cough
1492.0,Common Cold, chills, fatigue, cough, high_fever
1493.0,Common Cold, continuous_sneezing, fatigue, cough, high_fever
1494.0,Common Cold, continuous_sneezing, chills, cough, high_fever
1495.0,Common Cold, continuous_sneezing, chills, fatigue, high_fever
1496.0,Common Cold, continuous_sneezing, chills, fatigue, cough
1497.0,Common Cold, continuous_sneezing, chills, fatigue, cough
1498.0,Common Cold, continuous_sneezing, chills, fatigue, cough
1499.0,Common Cold, continuous_sneezing, chills, fatigue, cough
1500.0,Pneumonia, chills, fatigue, cough, high_fever
1501.0,Pneumonia, chills, fatigue, cough, high_fever
1502.0,Pneumonia, chills, fatigue, cough, high_fever
1503.0,Pneumonia, fatigue, cough, high_fever, breathlessness
1504.0,Pneumonia, chills, cough, high_fever, breathlessness
1505.0,Pneumonia, chills, fatigue, high_fever, breathlessness
1506.0,Pneumonia, chills, fatigue, cough, breathlessness
1507.0,Pneumonia, chills, fatigue, cough, high_fever
1508.0,Pneumonia, chills, fatigue, cough, high_fever
1509.0,Pneumonia, chills, fatigue, cough, high_fever
1510.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1511.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1512.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1513.0,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
1514.0,Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
1515.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
1516.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
1517.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1518.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1519.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1520.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
1521.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
1522.0,Heart attack, breathlessness, sweating, chest_pain,
1523.0,Heart attack, vomiting, sweating, chest_pain,
1524.0,Heart attack, vomiting, breathlessness, chest_pain,
1525.0,Heart attack, vomiting, breathlessness, sweating,
1526.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
1527.0,Heart attack, breathlessness, sweating, chest_pain,
1528.0,Heart attack, vomiting, sweating, chest_pain,
1529.0,Heart attack, vomiting, breathlessness, chest_pain,
1530.0,Varicose veins, fatigue, cramps, bruising, obesity
1531.0,Varicose veins, fatigue, cramps, bruising, obesity
1532.0,Varicose veins, cramps, bruising, obesity, swollen_legs
1533.0,Varicose veins, fatigue, bruising, obesity, swollen_legs
1534.0,Varicose veins, fatigue, cramps, obesity, swollen_legs
1535.0,Varicose veins, fatigue, cramps, bruising, swollen_legs
1536.0,Varicose veins, fatigue, cramps, bruising, obesity
1537.0,Varicose veins, fatigue, cramps, bruising, obesity
1538.0,Varicose veins, fatigue, cramps, bruising, obesity
1539.0,Varicose veins, fatigue, cramps, bruising, obesity
1540.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1541.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1542.0,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
1543.0,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
1544.0,Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
1545.0,Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
1546.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
1547.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1548.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1549.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1550.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1551.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1552.0,Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
1553.0,Hyperthyroidism, fatigue, weight_loss, restlessness, sweating
1554.0,Hyperthyroidism, fatigue, mood_swings, restlessness, sweating
1555.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
1556.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1557.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1558.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1559.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1560.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1561.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1562.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1563.0,Hypoglycemia, fatigue, anxiety, sweating, headache
1564.0,Hypoglycemia, vomiting, anxiety, sweating, headache
1565.0,Hypoglycemia, vomiting, fatigue, sweating, headache
1566.0,Hypoglycemia, vomiting, fatigue, anxiety, headache
1567.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1568.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1569.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1570.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1571.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1572.0,Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints
1573.0,Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints
1574.0,Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints
1575.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints
1576.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1577.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1578.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1579.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1580.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1581.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1582.0,Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking
1583.0,Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
1584.0,Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
1585.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking
1586.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1587.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1588.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1589.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1590.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1591.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1592.0,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance
1593.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance
1594.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance
1595.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
1596.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1597.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1598.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1599.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
1600.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1601.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1602.0,Acne, pus_filled_pimples, blackheads, scurring,
1603.0,Acne, skin_rash, blackheads, scurring,
1604.0,Acne, skin_rash, pus_filled_pimples, scurring,
1605.0,Acne, skin_rash, pus_filled_pimples, blackheads,
1606.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1607.0,Acne, skin_rash, pus_filled_pimples, blackheads,
1608.0,Acne, skin_rash, pus_filled_pimples, scurring,
1609.0,Acne, skin_rash, blackheads, scurring,
1610.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1611.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1612.0,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1613.0,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
1614.0,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1615.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
1616.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1617.0,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1618.0,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1619.0,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1620.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1621.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1622.0,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
1623.0,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
1624.0,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
1625.0,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
1626.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1627.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1628.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1629.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1630.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1631.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1632.0,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
1633.0,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
